epoch,phase,train_loss,train_acc,val_loss,val_acc,epoch_seconds,lr,peak_gpu_memory_mb
1,head,1.454206,0.663304,1.409428,0.577279,1254.44,0.00100000,0.00
2,head,0.835509,0.834016,1.282455,0.631817,1105.37,0.00075000,0.00
3,head,0.689123,0.865610,1.186195,0.631620,1361.23,0.00025000,0.00
