epoch,phase,train_loss,train_acc,val_loss,val_acc,epoch_seconds,lr,peak_gpu_memory_mb
1,head,1.519605,0.535370,1.602465,0.429612,505.67,0.00100000,0.00
2,head,0.977875,0.718709,1.596361,0.444182,457.18,0.00075000,0.00
3,head,0.858938,0.758259,1.490202,0.481788,448.38,0.00025000,0.00
4,fine-tune,0.123404,0.964140,0.550054,0.855286,961.00,0.00010000,0.00
5,fine-tune,0.034078,0.990430,0.356601,0.894271,894.72,0.00009830,0.00
6,fine-tune,0.019728,0.994119,0.511570,0.857846,881.67,0.00009330,0.00
